norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; interactLocation=OFFICE}},0.72,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; interactLocation=OFFICE}},0.72,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FRIEND}},0.675,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARK}},0.52,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOME}},0.54,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; interactLocation=PARK}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=STRANGER; interactLocation=HOME}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=OFFICE}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.68,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=PARTY}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; interactLocation=OFFICE}},0.72,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=STRANGER; interactLocation=HOME}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=COLLEAGUE; interactLocation=HOSPITAL}},0.8,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FAMILY}},0.655,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=OFFICE}},0.715,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=PARTY}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; interactLocation=PARK}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=OFFICE}},0.71,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=COLLEAGUE}},0.725,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=STRANGER; interactLocation=OFFICE}},0.72,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=PARK}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=FRIEND}},0.675,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM}},0.65,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=PARK}},0.52,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=HOSPITAL}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE; interactLocation=OFFICE}},0.885,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; interactLocation=HOME}},0.545,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FAMILY; interactLocation=PARTY}},0.57,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=STRANGER; interactLocation=PARTY}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=STRANGER; interactLocation=PARK}},0.52,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARK}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; interactLocation=HOME}},0.545,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=STRANGER; interactLocation=OFFICE}},0.72,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=PARK}},0.52,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.665,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARTY}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FAMILY}},0.61,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE}},0.765,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=PARTY}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM}},0.65,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=COLLEAGUE; interactLocation=OFFICE}},0.83,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=OFFICE}},0.725,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=HOSPITAL}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM}},0.65,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=PARTY}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; interactLocation=HOSPITAL}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=OFFICE}},0.72,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARTY}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.555,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=FAMILY; interactLocation=HOME}},0.535,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.685,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=FAMILY}},0.655,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=FAMILY; interactLocation=HOSPITAL}},0.7,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARTY}},0.52,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.675,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARK}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=FAMILY; interactLocation=PARK}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=PARK}},0.52,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; interactLocation=OFFICE}},0.71,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=PARTY}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOME}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.555,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.66,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARK}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=OFFICE}},0.705,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.595,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOME}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=COLLEAGUE; interactLocation=PARTY}},0.575,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=HOME}},0.545,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOME}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=HOME}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=FAMILY}},0.615,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.595,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FAMILY; interactLocation=HOME}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=PARTY}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOME}},0.54,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=PARK}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOME}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=PARK}},0.51,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOME}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=PARK}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=OFFICE}},0.705,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=OFFICE}},0.725,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=COLLEAGUE; interactLocation=HOME}},0.585,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=FAMILY; interactLocation=HOSPITAL}},0.7,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=PARK}},0.52,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM}},0.65,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=OFFICE}},0.705,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=HOME}},0.545,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.665,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=PARK}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FAMILY; interactLocation=HOME}},0.54,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE}},0.7,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.545,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; interactLocation=OFFICE}},0.28,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; observerRelationship=STRANGER; interactLocation=HOME}},0.475,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=PARTY}},0.47,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.41,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=COLLEAGUE}},0.715,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; interactLocation=HOSPITAL}},0.27,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.265,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.275,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.335,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.725,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=RISK; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.265,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.465,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; observerRelationship=COLLEAGUE; interactLocation=OFFICE}},0.17,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=HOME}},0.43,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.265,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=RISK; preference=WEAR; OberverAgentTypeHEALTH}},0.335,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; observerRelationship=STRANGER; interactLocation=PARK}},0.48,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; interactLocation=OFFICE}},0.275,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=STRANGER}},0.675,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=OFFICE}},0.71,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=RISK; observerRelationship=STRANGER; interactLocation=PARTY}},0.47,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR}},0.625,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; interactLocation=PARK}},0.51,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=STRANGER; interactLocation=PARK}},0.52,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=PARTY}},0.43,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; interactLocation=HOSPITAL}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; interactLocation=PARK}},0.52,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=FAMILY}},0.395,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=STRANGER; interactLocation=HOME}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=WEAR; OberverAgentTypeHEALTH}},0.665,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.555,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM}},0.645,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; interactLocation=OFFICE}},0.725,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=PARTY}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; interactLocation=PARTY}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.66,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=HOSPITAL}},0.77,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.735,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=PARK}},0.51,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=PARTY}},0.575,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=PARK}},0.52,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; interactLocation=PARTY}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=FRIEND}},0.695,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; interactLocation=OFFICE}},0.705,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=FRIEND}},0.675,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=COLLEAGUE; interactLocation=HOME}},0.585,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=OFFICE}},0.695,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=PARTY}},0.525,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.67,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=COLLEAGUE; interactLocation=OFFICE}},0.825,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; interactLocation=HOME}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; interactLocation=HOSPITAL}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOME}},0.53,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeHEALTH; observerRelationship=FAMILY}},0.655,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=HOSPITAL}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.54,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARK}},0.515,false,false
Norm{consequent=WEAR; conditions=Context{; preference=WEAR; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.73,false,false
