norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.745,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; interactLocation=HOME}},0.595,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=PARTY}},0.595,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE; interactLocation=OFFICE}},0.9,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARK}},0.555,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE}},0.745,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FRIEND}},0.715,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=PARTY}},0.575,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.69,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=COLLEAGUE; interactLocation=HOME}},0.635,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.685,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.745,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.705,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.59,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.6,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=PARK}},0.555,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.7,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=FAMILY; interactLocation=HOSPITAL}},0.75,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOME}},0.585,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.685,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=COLLEAGUE; interactLocation=PARTY}},0.64,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=PARK}},0.56,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE}},0.74,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FAMILY; interactLocation=HOSPITAL}},0.745,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=HOME}},0.575,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.755,false,false
Norm{consequent=WEAR; conditions=Context{; observerRelationship=COLLEAGUE; interactLocation=HOME}},0.635,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=OFFICE}},0.75,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; interactLocation=HOME}},0.595,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.705,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=FRIEND; interactLocation=PARK}},0.555,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; interactLocation=PARK}},0.56,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOME}},0.565,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=HOSPITAL}},0.74,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.635,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.69,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=PARK}},0.555,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=PARK}},0.56,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=PARK}},0.555,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=OFFICE}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=HOSPITAL}},0.74,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=FRIEND; interactLocation=OFFICE}},0.72,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.585,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.755,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=HOSPITAL}},0.795,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.64,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=COLLEAGUE; interactLocation=PARK}},0.58,false,false
Norm{consequent=WEAR; conditions=Context{; OberverAgentTypeFREEDOM; interactLocation=HOME}},0.575,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; interactLocation=OFFICE}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{; preference=NOT_WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND; interactLocation=OFFICE}},0.73,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=RISK; observerRelationship=FAMILY}},0.685,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK}},0.675,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; interactLocation=PARTY}},0.375,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=PARK}},0.44,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; observerRelationship=COLLEAGUE; interactLocation=HOME}},0.365,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; interactLocation=HOSPITAL}},0.245,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=PARK}},0.445,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=FAMILY; interactLocation=HOME}},0.32,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; observerRelationship=STRANGER; interactLocation=HOME}},0.435,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=COLLEAGUE; interactLocation=OFFICE}},0.115,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; observerRelationship=FRIEND; interactLocation=PARTY}},0.415,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=FAMILY; interactLocation=OFFICE}},0.27,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH}},0.71,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; interactLocation=PARK}},0.44,false,false
Norm{consequent=NOT_WEAR; conditions=Context{}},0.325,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=STRANGER; interactLocation=PARK}},0.55,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; interactLocation=HOME}},0.575,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK}},0.325,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=FAMILY}},0.69,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; interactLocation=PARTY}},0.595,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; interactLocation=OFFICE}},0.75,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; interactLocation=HOSPITAL}},0.755,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=PARK}},0.44,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; interactLocation=PARK}},0.45,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=FRIEND; interactLocation=PARTY}},0.59,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=STRANGER; interactLocation=HOSPITAL}},0.755,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=STRANGER; interactLocation=OFFICE}},0.745,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeHEALTH; interactLocation=OFFICE}},0.26,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; interactLocation=HOSPITAL}},0.755,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeHEALTH; interactLocation=PARK}},0.44,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=STRANGER}},0.275,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=COLLEAGUE}},0.75,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; interactLocation=PARK}},0.45,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=PARK}},0.44,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; observerRelationship=STRANGER; interactLocation=PARK}},0.45,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; interactLocation=OFFICE}},0.74,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; interactLocation=PARK}},0.55,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=STRANGER}},0.71,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=STRANGER}},0.29,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOME}},0.595,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.69,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=FRIEND; interactLocation=HOSPITAL}},0.76,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=FRIEND}},0.675,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.31,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; observerRelationship=FAMILY; interactLocation=PARK}},0.465,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=STRANGER; interactLocation=PARK}},0.45,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=HOME}},0.44,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=HOME}},0.415,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; interactLocation=PARTY}},0.625,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeFREEDOM; observerRelationship=STRANGER}},0.69,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH; observerRelationship=STRANGER; interactLocation=PARTY}},0.42,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; preference=WEAR; OberverAgentTypeFREEDOM}},0.32,false,false
Norm{consequent=NOT_WEAR; conditions=Context{; OberverAgentTypeFREEDOM; observerRelationship=STRANGER; interactLocation=PARK}},0.45,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; observerRelationship=COLLEAGUE}},0.25,false,false
Norm{consequent=WEAR; conditions=Context{actorHealth=NO_RISK; preference=WEAR; OberverAgentTypeFREEDOM; observerRelationship=FRIEND}},0.685,false,false
Norm{consequent=NOT_WEAR; conditions=Context{actorHealth=NO_RISK; OberverAgentTypeHEALTH}},0.29,false,false
